Award ID,Description,Contract Award Type,naics,naics_description,Recipient Name,Awarding Agency,awarding_agency_id,Start Date,End Date,Award Amount,base_and_all_options,generated_internal_id,generated_unique_award_id,internal_id,number_of_offers_received,Last Modified Date,base_and_all_options,Period of Performance Current End Date,Prime Recipient Name,Sub-Awardee Name,Sub-Award Amount,Funding Agency,Contract Duration,Contract Duration (Years),Days Until Contract Ends,Contract Status,Months Until Contract Ends,SortMonthBins,NAICSCodeDesc,AwardAmount_Binned,SortAmountBins,PastAwards_URL
W15P7T21F0015,"THIS TASK ORDER W15P7T21F0015, ENTITLED, SYSTEMS ENGINEERING AND TECHNICAL ASSISTANCE, IS IN SUPPORT OF ARMY PROGRAM EXECUTIVE OFFICE FOR COMMAND, CONTROL, COMMUNICATIONS - TACTICAL PROJECT LEAD NETWORK ENABLERS.",DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2021-01-29,2024-02-01,75597675.18,129415039.95,CONT_AWD_W15P7T21F0015_9700_W15P7T17D0142_9700,CONT_AWD_W15P7T21F0015_9700_W15P7T17D0142_9700,123095364,2,2023-09-29,129415039.95,,,,,Department of Defense,1098.0,3,110,Active,3-6 months,2.0,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W15P7T21F0015_9700_W15P7T17D0142_9700
W15P7T18F0079,THE NATIONAL GROUND INTELLIGENCE CENTER HAS A REQUIREMENT TO PROVIDE INFORMATION TECHNOLOGY SERVICES AND TECHNICAL SUBJECT MATTER EXPERTISE FOR THE ARMY MI TO SUPPORT OVERALL STRATEGY AND MIGRATION TO THE INTELLIGENCE COMMUNITY INFORMATION TECHNOLOGY ENVIRONMENT CLOUD.,DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2018-09-28,2023-09-15,36116713.0,49346673.0,CONT_AWD_W15P7T18F0079_9700_W15P7T17D0142_9700,CONT_AWD_W15P7T18F0079_9700_W15P7T17D0142_9700,76670617,7,2023-06-22,49346673.0,,,,,Department of Defense,1813.0,5,Contract Expired,Expired,Contract/s Expired,,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_W15P7T18F0079_9700_W15P7T17D0142_9700
W15P7T10CA856,"DEFENSE PRISONER OF WAR/MISSING PERSONNEL OFFICE (DPMO) GEO-SPATIAL INFORMATION SYSTEM (GIS) DEVELOPMENT&SUPPORT, W15P7T-10-C-A856 SERVICE CONTRACT FOR 1 YEAR POP.",DEFINITIVE CONTRACT,541512,COMPUTER SYSTEMS DESIGN SERVICES,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Department of Defense,1173.0,2010-09-29,2012-01-27,499013.02,499013.02,CONT_AWD_W15P7T10CA856_9700_-NONE-_-NONE-,CONT_AWD_W15P7T10CA856_9700_-NONE-_-NONE-,37308786,1,2022-06-27,499013.02,,,,,Department of Defense,485.0,1,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_W15P7T10CA856_9700_-NONE-_-NONE-
W15P7T05F0092,200607!003617!2100!W15P7T!USA COMMUNICATIONS-ELECTRONICS  !GS23F0025K     !C!N! !Y!W15P7T05F0092!P00014!20060405!20060930!006928857!006928857!006928857!N!BOOZ ALLEN HAMILTON INC       !8283 GREENSBORO DRIVE     !MCLEAN              !VA!22102!24480!025!34!FORT MONMOUTH       !MONMOUTH              !NEW JERSEY!+000000235000!Y!N!000000000000!R425!ENGINEERING TECHNICAL SERVICES                    !S1 !SERVICES                            !000 !NOT DISCERNABLE               !541330!E! !6! ! !C! ! !99990909!B! ! ! ! !A! ! ! !000! !  ! ! ! ! !  ! !C!N! ! ! ! ! ! ! !000! ! ! ! ! ! ! !    !      !0001! !,DELIVERY ORDER,541330,ENGINEERING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2005-08-15,2006-10-31,3872635.17,7186.99,CONT_AWD_W15P7T05F0092_9700_GS23F0025K_4730,CONT_AWD_W15P7T05F0092_9700_GS23F0025K_4730,37306618,1,2020-07-06,7186.99,,,,,Department of Defense,442.0,1,Contract Expired,Expired,Contract/s Expired,,541330: ENGINEERING SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_W15P7T05F0092_9700_GS23F0025K_4730
VC45,IGF::CT::IGF - MOBILITY ARCHITECTURE ENG,DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2014-09-02,2015-02-03,3120283.09,3120283.09,CONT_AWD_VC45_9700_HC102808D2015_9700,CONT_AWD_VC45_9700_HC102808D2015_9700,37265682,1,2021-07-22,3120283.09,,,,,Department of Defense,154.0,0,Contract Expired,Expired,Contract/s Expired,,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VC45_9700_HC102808D2015_9700
VC36,"IGF::CT::IGF - BASE YEAR, MOBILITY AND IHER ENGINEERING (OPTIONAL TASK)",DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2014-03-31,2019-09-03,17477043.95,17477043.95,CONT_AWD_VC36_9700_HC102808D2015_9700,CONT_AWD_VC36_9700_HC102808D2015_9700,37265525,1,2021-07-22,17477043.95,,,,,Department of Defense,1982.0,5,Contract Expired,Expired,Contract/s Expired,,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VC36_9700_HC102808D2015_9700
VC35,"THE JOINT PLANNING AND EXECUTION SERVICES (JPES) PROGRAM MANAGEMENT OFFICE (PMO) IS RESPONSIBLE FOR PROVIDING ADAPTIVE PLANNING AND EXECUTION/FORCE PROJECTION CAPABILITIES THAT WILL BE ACCESSIBLE IN A NET-CENTRIC, SERVICE-ORIENTED ARCHITECTURE ENVIRONMENT. THE JPES PMO FOCUSES ON PROVIDING THE JOINT FORCES COMMANDER WITH THE DATA AND INFORMATION NEEDED TO MAKE TIMELY, EFFECTIVE, AND INFORMED DECISIONS. JCRM WAS ORIGINALLY DEVELOPED BY USJFCOM J38 (NOW JS J31) TO SUPPORT THE GLOBAL FORCE MANAGEMENT (GFM) ALLOCATION PROCESS AND THE JOINT PLANNING&EXECUTION COMMUNITY (JPEC). JCRM IS AN OPERATIONAL SYSTEM CURRENTLY OPERATING ON THE DEFENSE ENTERPRISE COMPUTING CENTER (DECC) OKLAHOMA NETWORK WITH CONTINUITY OF OPERATIONS ON THE DECC ST. LOUIS NETWORK; OWNERSHIP OF JCRM HAS BEEN TRANSFERRED FROM JS J31 TO DISA/JPES AS OF 1QFY13.",DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2013-09-26,2017-09-29,15400550.37,15400550.37,CONT_AWD_VC35_9700_HC102808D2015_9700,CONT_AWD_VC35_9700_HC102808D2015_9700,37265506,3,2022-06-10,15400550.37,,,,,Department of Defense,1464.0,4,Contract Expired,Expired,Contract/s Expired,,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VC35_9700_HC102808D2015_9700
VC34,"ENGINEERING AND TECHNICAL SUPPORT FOR WIDGET SUSTAINMENT/ENHANCEMENTS/NEW DEVELOPMENT, INTEGRATION, TESTING, OPERATIONAL SUPPORT AND TECHNICAL SERVICES NECESSARY TO ANALYZE, DESIGN, INTEGRATE, TEST, CERTIFY AND ACCREDIT, DEPLOY, AND MAINTAIN QUALITY SOFTWARE TO THE WARFIGHTER.",DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2013-09-23,2016-01-22,5989227.37,5989227.37,CONT_AWD_VC34_9700_HC102808D2015_9700,CONT_AWD_VC34_9700_HC102808D2015_9700,37265487,3,2022-02-18,5989227.37,,,,,Department of Defense,851.0,2,Contract Expired,Expired,Contract/s Expired,,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VC34_9700_HC102808D2015_9700
VC33,BROADBAND GLOBAL AREA NETWORK (BGAN) REMOTE ACCESS SERVICE (RAS) SUSTAINMENT,DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2013-08-30,2019-03-02,10338258.72,10338258.72,CONT_AWD_VC33_9700_HC102808D2015_9700,CONT_AWD_VC33_9700_HC102808D2015_9700,37265469,2,2022-06-10,10338258.72,,,,,Department of Defense,2010.0,6,Contract Expired,Expired,Contract/s Expired,,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_VC33_9700_HC102808D2015_9700
VC30,IT SUPPORT SERVICES - LABOR,DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",BOOZ ALLEN HAMILTON INC,Department of Defense,1173.0,2012-10-01,2018-03-31,30019307.12,30019307.12,CONT_AWD_VC30_9700_HC102808D2015_9700,CONT_AWD_VC30_9700_HC102808D2015_9700,37265422,2,2023-10-02,30019307.12,,,,,Department of Defense,2007.0,5,Contract Expired,Expired,Contract/s Expired,,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VC30_9700_HC102808D2015_9700
VC04,"DEFENSE INFORMATION SYSTEMS AGENCY / PROGRAM EXECUTIVE OFFICE FOR COMMAND AND CONTROL / MULTINATIONAL INFORMATION SHARING PROGRAM MANAGEMENT OFFICE DESIGN, TRANSITION AND OPERATION SUPPORT SERVICES",DELIVERY ORDER,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)","CACI, INC. - FEDERAL",Department of Defense,1173.0,2013-08-16,2019-02-15,57705985.66,65830930.77,CONT_AWD_VC04_9700_HC102808D2016_9700,CONT_AWD_VC04_9700_HC102808D2016_9700,37264829,4,2019-12-11,65830930.77,,,,,Department of Defense,2009.0,6,Contract Expired,Expired,Contract/s Expired,,"541712: RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VC04_9700_HC102808D2016_9700
VA74112F0340,INTERIM PROGRAM MANAGEMENT SUPPORT  IGF::CT::IGF,DELIVERY ORDER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2012-09-24,2013-06-23,2933165.98,2933165.98,CONT_AWD_VA74112F0340_3600_GS23F9755H_4730,CONT_AWD_VA74112F0340_3600_GS23F9755H_4730,37204705,1,2023-04-05,2933165.98,,,,,Department of Veterans Affairs,272.0,1,Contract Expired,Expired,Contract/s Expired,,541611: ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VA74112F0340_3600_GS23F9755H_4730
VA74112F0130,INSTALLATION OF COMPUTER SOFTWARE,DELIVERY ORDER,334111,ELECTRONIC COMPUTER MANUFACTURING,INTERNATIONAL BUSINESS MACHINES CORPORATION,Department of Veterans Affairs,561.0,2012-04-06,2012-07-06,135126.31,135126.31,CONT_AWD_VA74112F0130_3600_NNG07DA12B_8000,CONT_AWD_VA74112F0130_3600_NNG07DA12B_8000,37204590,1,2021-05-05,135126.31,,,,,Department of Veterans Affairs,91.0,0,Contract Expired,Expired,Contract/s Expired,,334111: ELECTRONIC COMPUTER MANUFACTURING,0-1 million,1,https://www.usaspending.gov/award/CONT_AWD_VA74112F0130_3600_NNG07DA12B_8000
VA24017J0410,IGF::OT::IGF,DELIVERY ORDER,518210,"DATA PROCESSING, HOSTING, AND RELATED SERVICES",BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2017-09-26,2020-04-24,1140383.7,1140383.7,CONT_AWD_VA24017J0410_3600_VA24017D0108_3600,CONT_AWD_VA24017J0410_3600_VA24017D0108_3600,36094487,,2020-04-24,1140383.7,,,,,Department of Veterans Affairs,941.0,3,Contract Expired,Expired,Contract/s Expired,,"518210: DATA PROCESSING, HOSTING, AND RELATED SERVICES",1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VA24017J0410_3600_VA24017D0108_3600
VA119A17J0430,ADVISOR IGF::OT::IGF ADMIN MOD TO UPDATE CONTRACT ADMINISTRATION DATA.,DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2017-10-02,2020-12-31,4481291.37,4481291.37,CONT_AWD_VA119A17J0430_3600_VA119A15D0005_3600,CONT_AWD_VA119A17J0430_3600_VA119A15D0005_3600,36092385,3,2022-04-02,4481291.37,,,,,Department of Veterans Affairs,1186.0,3,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VA119A17J0430_3600_VA119A15D0005_3600
VA119A17J0384,"IGF::OT::IGF CONTRACTOR SUPPORT IS REQUIRED TO PROVIDE STRATEGIC PROFESSIONAL AND TECHNICAL SERVICES FOR THE VETERANS HEALTH ADMINISTRATION (VHA) INNOVATION PROGRAM AND THE VETERANS ADMINISTRATION CENTER FOR INNOVATION (VACI).  THE CONTRACTOR SHALL PROVIDE FACILITATION, PROGRAM MANAGEMENT, AND SUBJECT MATTER EXPERTS USING BEST BUSINESS AND INDUSTRY PRACTICES IN ORDER TO STRENGTHEN AND IMPROVE INNOVATION/VACI OPERATIONS.",DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2017-09-25,2019-09-25,4891478.8,5098067.92,CONT_AWD_VA119A17J0384_3600_VA119A15D0005_3600,CONT_AWD_VA119A17J0384_3600_VA119A15D0005_3600,36092359,2,2022-09-15,5098067.92,,,,,Department of Veterans Affairs,730.0,2,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VA119A17J0384_3600_VA119A15D0005_3600
VA119A17J0378,ADVISOR IGF::OT::IGF ADMIN MOD TO UPDATE CONTRACT ADMINISTRATION DATA.,DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2017-09-18,2020-06-30,47290055.0,47290055.0,CONT_AWD_VA119A17J0378_3600_VA119A15D0005_3600,CONT_AWD_VA119A17J0378_3600_VA119A15D0005_3600,36092357,3,2021-01-27,47290055.0,,,,,Department of Veterans Affairs,1016.0,3,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA119A17J0378_3600_VA119A15D0005_3600
VA119A17J0283,ADVISOR IGF::OT::IGF TASK ORDER 0084- OFFICE OF CAPITAL ASSET MANAGEMENT AND ENGINEERING SUPPORT (OCAMES) PROFESSIONAL SUPPORT SERVICES.,DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2017-07-10,2020-07-14,4208863.42,4208863.42,CONT_AWD_VA119A17J0283_3600_VA119A15D0005_3600,CONT_AWD_VA119A17J0283_3600_VA119A15D0005_3600,36092335,1,2021-08-11,4208863.42,,,,,Department of Veterans Affairs,1100.0,3,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VA119A17J0283_3600_VA119A15D0005_3600
VA119A17J0274,ADVISOR IGF::OT::IGF DEPENDENCY CLAIMS PROCESSING.  EP130,DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2017-08-20,2020-05-31,8696640.37,10867917.68,CONT_AWD_VA119A17J0274_3600_VA119A15D0005_3600,CONT_AWD_VA119A17J0274_3600_VA119A15D0005_3600,36092333,1,2022-05-18,10867917.68,,,,,Department of Veterans Affairs,1015.0,3,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_VA119A17J0274_3600_VA119A15D0005_3600
VA119A17J0245,"IGF::OT::IGF SOARD PROGRAM AND PROJECT MANAGEMENT SUPPORT SERVICES TASK ORDER. CONTINUED SUPPORT TO MAINTAIN IMPLEMENTATION, SUPPORT, AND OPERATION OF MAXIMO SOFTWARE",DELIVERY ORDER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2017-08-23,2020-09-25,11407793.53,11407793.53,CONT_AWD_VA119A17J0245_3600_GS00F008DA_4732,CONT_AWD_VA119A17J0245_3600_GS00F008DA_4732,36092317,1,2020-10-06,11407793.53,,,,,Department of Veterans Affairs,1129.0,3,Contract Expired,Expired,Contract/s Expired,,541611: ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_VA119A17J0245_3600_GS00F008DA_4732
VA119A17J0238,"ADVISOR IGF::OT::IGF TASK ORDER (TOPR 0069) FOR PROGRAM MANAGEMENT IMPLEMENTATION AND INTEGRATION SUPPORT TO VHA OSI/VERC (SUPPORTS RECOMMENDATIONS IDENTIFIED IN THE VA CHOICE AND ACCOUNTABILITY ACT (VACAA), THE COMMISSION ON CARE REPORT, PRESIDENTIAL AND CONGRESSIONAL MANDATES, POLICY CHANGES, AND LEGISLATIVE MANDATES.)",DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2017-06-16,2020-11-28,55075083.13,55075083.13,CONT_AWD_VA119A17J0238_3600_VA119A15D0005_3600,CONT_AWD_VA119A17J0238_3600_VA119A15D0005_3600,36092313,1,2022-04-02,55075083.13,,,,,Department of Veterans Affairs,1261.0,3,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA119A17J0238_3600_VA119A15D0005_3600
VA119A17F0405,"VETERANS HEALTH ADMINISTRATION, PROGRAM MANAGEMENT SUPPORT SERVICES FOR MEDICAL-SURGICAL PRIME VENDOR NEXT-GENERATION AND HEALTHCARE COMMODITY PROGRAM EXECUTIVE OFFICES, PERIOD OF PERFORMANCE IS 09/26/17 - 09/25/18.  IGF::OT::IGF",DELIVERY ORDER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,DELOITTE CONSULTING LLP,Department of Veterans Affairs,561.0,2017-09-26,2019-03-25,10403658.32,10403658.32,CONT_AWD_VA119A17F0405_3600_GS00F0028Y_4732,CONT_AWD_VA119A17F0405_3600_GS00F0028Y_4732,36092199,1,2020-07-28,10403658.32,,,,,Department of Veterans Affairs,545.0,1,Contract Expired,Expired,Contract/s Expired,,541611: ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,6-12 million,3,https://www.usaspending.gov/award/CONT_AWD_VA119A17F0405_3600_GS00F0028Y_4732
VA119A17C0066,IGF::CT::IGF  TAP SUPPORT SERVICES,DEFINITIVE CONTRACT,541612,"HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",BOOZ ALLEN HAMILTON INC,Department of Veterans Affairs,561.0,2017-09-29,2021-06-09,181220254.43,181220254.43,CONT_AWD_VA119A17C0066_3600_-NONE-_-NONE-,CONT_AWD_VA119A17C0066_3600_-NONE-_-NONE-,36092012,9,2022-09-12,181220254.43,,,,,Department of Veterans Affairs,1349.0,4,Contract Expired,Expired,Contract/s Expired,,"541612: HUMAN RESOURCES CONSULTING SERVICES (2007), HUMAN RESOURCES AND EXECUTIVE SEARCH CONSULTING SERVICES (2002)",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA119A17C0066_3600_-NONE-_-NONE-
VA119A16J0385,ADVISOR IGF::OT::IGF ADMIN MOD TO UPDATE CONTRACT ADMINISTRATION DATA.,DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2016-09-29,2020-09-28,22937244.45,30437244.45,CONT_AWD_VA119A16J0385_3600_VA119A15D0005_3600,CONT_AWD_VA119A16J0385_3600_VA119A15D0005_3600,36091918,3,2023-03-09,30437244.45,,,,,Department of Veterans Affairs,1460.0,4,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA119A16J0385_3600_VA119A15D0005_3600
VA119A16J0311,ADVISOR IGF::OT::IGF ADMIN MOD TO UPDATE CONTRACT ADMINISTRATION DATA.,DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2016-09-19,2020-09-23,4205969.87,4230209.95,CONT_AWD_VA119A16J0311_3600_VA119A15D0005_3600,CONT_AWD_VA119A16J0311_3600_VA119A15D0005_3600,36091892,6,2020-09-24,4230209.95,,,,,Department of Veterans Affairs,1465.0,4,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VA119A16J0311_3600_VA119A15D0005_3600
VA119A16J0094,"ADVISOR IGF::OT::IGF VBMS COMMUNICATIONS, STAKEHOLDER SUPPORT AND PLANNING SUPPORT",DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2016-04-25,2020-04-24,16599434.48,16599434.48,CONT_AWD_VA119A16J0094_3600_VA119A15D0005_3600,CONT_AWD_VA119A16J0094_3600_VA119A15D0005_3600,36091770,3,2022-08-22,16599434.48,,,,,Department of Veterans Affairs,1460.0,4,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA119A16J0094_3600_VA119A15D0005_3600
VA119A15J0201,IGF::OT::IGF ADVISOR TASK ORDER: TMS TRANSITION SUPPORT,DELIVERY ORDER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",ENTERPRISE RESOURCE PERFORMANCE INC,Department of Veterans Affairs,561.0,2015-09-14,2019-11-03,5965700.32,5965700.32,CONT_AWD_VA119A15J0201_3600_VA119A15D0005_3600,CONT_AWD_VA119A15J0201_3600_VA119A15D0005_3600,36091544,3,2021-05-12,5965700.32,,,,,Department of Veterans Affairs,1511.0,4,Contract Expired,Expired,Contract/s Expired,,"541990: ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",1-6 million,2,https://www.usaspending.gov/award/CONT_AWD_VA119A15J0201_3600_VA119A15D0005_3600
VA11817F2286,IGF::OT::IGF  CYBER SECURITY POLICY COMPLIANCE ANALYTICS SUPPORT (CSPCAS),DELIVERY ORDER,541512,COMPUTER SYSTEMS DESIGN SERVICES,DELOITTE CONSULTING LLP,Department of Veterans Affairs,561.0,2017-09-06,2022-09-24,76111542.37,76455096.61,CONT_AWD_VA11817F2286_3600_HHSN316201200018W_7529,CONT_AWD_VA11817F2286_3600_HHSN316201200018W_7529,36086904,2,2023-08-02,76455096.61,,,,,Department of Veterans Affairs,1844.0,5,Contract Expired,Expired,Contract/s Expired,,541512: COMPUTER SYSTEMS DESIGN SERVICES,12+ million,4,https://www.usaspending.gov/award/CONT_AWD_VA11817F2286_3600_HHSN316201200018W_7529
